Id;Tweets
419;"@HairyGee You lost the url as the tweet was too long  Feel free to cut me out and resend to make it smaller. ;)"
420;@Ruaile Oh yeah - come on united! 
421;Happy Birthday to me!! 
422;@KyozoKicks Oh God. Don't make me buy more of your shoes! 
423;"@rt_stlouis keep up the great work &amp; making people's lives better - outstanding organisation "
424;@Marawitch Only if I can serve it in a tiny skull 
425;@girlpie Hi, nice to meet you, i see you suffer from agoraphobia to. well hope your doing fine. take care  
426;@Touch_Reviews game  thanks
427;work all day. and it's so nice outside 
428;@mheusser You'll find this goes faster if you just admit I'm right   
429;@CultureKiller Good luck 
430;How's Manila, @numericaldigest? 
431;@savagestar congratulations! i'll get my agent to get me a gig in greece and come over and buy you a few iced coffees 
432;is singing a lullaby for my daughter, night everybody 
433;What a great day!!! My portfolio is up 66% with in the first hour!!! BEHL, what a catch! 
434;@jfietzer since @jennicatron says u can hang out at Cross Point sometime, we will have to roadtrip to Nashville. 
435;have bought the tickets for july now, wohoo! 
436;@DwightHoward awesome job! so glad you're beating the cavs....keep it up! 
437;@RSDixon A new genre of porn -- ailment porn! I bet enough guys get turned on by pink eye to make some money 
438;And he's taken over JT 
439;Ever wanted to talk to someone so bad it hurts? 
440;I am getting married in 30 days! Shout out to @AdamLehman who will live with me for the rest of his life 
441;On my uncles side kick slash touch screen phone. . Basicaly a G1  its mega cool 
442;Awake but sooo exhausted  Why does the weather have to be so shitty.
443;is captivated by the eyes of gorgeous-ness! 
444;@happydayvintage Thanks! I guess it feels crazy that I'm just now getting around to it, being 30 years old and all 
445;@LindsayWolves surely this will get it now lol its on .com too  spread the word to follow @nickybyrneoffic
446;@nicolebianco your twitter icon doesn't show up... you should reupload it, or change it, or something. it's just blank 
447;I hurt my back by trying to have good posture for 90min yesterday. Am I that crooked?! 
448;Awww... I remember my friend from Australia. I miss her.  
449;My last day here in North Dakota. It went ny so fast. I really am going to miss this place and the people i have met here.  Home tomorrow!
450;I have done something horrible to my hand. Hard to grip items, sore, swollen. Still have more tiling to do. 
451;�Devolution�(?): flight attendants now forced to peddle scratch-off lottery tickets. (�Only �1.50!�) 
452;Leaving for the dentist 
453;haaaaaaaaate shelving books!! worst downfall of this job... puts me in a bad mood. 
454;@scrumhalfblog well I don't have any suggestions to you! I am basically computer illiterate! sorry 
455;@DanielFielding aww.. thats bad..  I dont have a headache but Im like in a zombie mode xD haha
456;is SICK OF WALLPAPER STRIPPING   http://plurk.com/p/wl0cw
457;am going to school: hate it 
458;My feet are cold. I hate this weather. Chillblains? I know what they are, I get them. 
459;@IrishMel21 re:clowns...that's awful...3x's!!! My God   We just found out a few wks ago that E is afraid of them, 1 came to a bday party
460;Don't believe it. Overflow pipe from flat upstairs is pouring out above my front door again 
461;Ah i hate road work... I'm tired already  pray for me!
462;@michellekl that sucks so much  is there a david's bridal store near you? I would demand to speak to a higher-up. jmo.
463;@pcdnicole ooh, so cute! God bless you Nicole! Love you so much and I hope see you here in Brazil, we need you.  xoxox
464;is leaving Sin City today... ill miss vegas 
465;omg last official day of senior year...tomorrow: chillin' and one exam 
466;@dawnita boo. Its already over. 
467;"Woke up with a head cold! sniff cough &quot;sighs&quot; "
468;is tired of revision 
469;"@MTtheGreat lol It was SUPER gay tho  I'm use to seeing him being a little more ForTheLadiesSexual. He called out bow wow &amp; chris brwn!"
470;i know we need the rain but we can pretty much do without the thunder and lightning. i want to sleep! 
471;@kristenstewart9 do u get 2 go cite cing often? love the pics, wish i was there 
472;Feeling very nostalgic today 
473;@krist0ph3r coz.. arr.. Fuggeddit.. Kamplecks shtuff ittiz 
474;Sick like a dog or should I say piggie 
475;@patriciagaw I miss you too. 
476;@lauraawade awk wee critter  i think hannah is slightly annyoed that tonie isnt replying, tell tonie to keep it up
477;@KaleaAnnai I wish it was that easy  why does one test mean so much ((
478;Cant log into regular Twitter. 
479;Not very many dogs at doggie daycare today, so I was cut from working today  awwwwwww.
480;Ahh, my belly hurts 
481;Last lunch with kristin, and last class with @tinaapenz so sad  xo
482;riding bike....got to work off the cheesecake!  
483;thoughts filling my head n cant fall asleep 
484;"@userealbutter so wish I could go to BlogHer 09  As my mom would say &quot;get a real job first&quot;...is getting a sugar daddy a real job?"
485;@lindsi Sorry I ruined your morning.  I'm just relieved that Captain Spock isn't also dating a lame Hills star.
486;"Cont &gt; i've minimal time  for maths "
487;I wanted to do a trial run of my An Event Apart presentation at BarCamp NYC this weekend but there's absolutely no way I'm gonna be ready 
488;I'm still so hung over from that phenagrin(is that how you spell it?) last night 
489;I can not wait to do it again next year...is it next year yet???...damn  
490;Why is everyone texting me soo early 
491;@Pcarty i saw u in chem today!! Cuz i have chem at the same time and my gooooo didnt work 
492;@itsbriatni mee too 
493;@lauraawade aww  aye forgot ye cant ahaha she has to follow you aswell before ye can  thats shite!
494;I forgot a dear friends birthday.... How guilty do I feel!! 
495;Finally EXAMS overrrrrrrr... Phewwwwww... gotta go n get some rest... Too Tired with the BUSY Schedule 
496;You Found Me is playing. Again. Damn it. I miss my friend. 
497;"@patrick_stump I am more than ready! My friend &amp; I were suppose 2 c yall n houston in april but it got cancelled "
498;credit card problems + internet outages = miserable day 
499;@GaryBlueEyes I am lost. Please help me find a good home. 
500;Sound problems! Again... 
501;writing an assignment in german. not doing well. help?  /g
502;cloudy sucky weather    gimme some sunlight...
503;@Dooooger I'm eating a mango dum dum right now as I'm typing this lol 
504;@Hanginloose Morning Bob! How was your Memorial Day? Mine was ok, no complaints 
505;@dotcomfreelance sad but true.. 
506;finals today 
507;@MarsScienceLab *hugs for Curiosity*  grats on the name!
508;"thank U!! @Dr_DinaSadik @DanWhitley Why Thank U Dan... Appreciate the Shout.... Hope U have an Artistic Day decorated with Music &amp; Smiles "
509;@stusi haha I know, cos they don't know who I am, hehe, but even though I haven't been updating as much it's still gaining followers 
510;Long time no TWITTER! 
511;New Google Analytics API now introduced into MBL's website 
512;@JAsunshine1011 u crazy i sent a big good morning out to my tweet fam... 
513;Morning Tweeps.  Breakfast at 7:30AM with first sessions starting at 8:30AM.  Uploading some videos from last night as I type 
514;@dollycharlincs It's persisting down 
515;@TravDave Good Morning  
516;is traslating mails, BUT I'M SO BAD!!! Thanks God to create Wordreference 
517;@Cejaym The Michael Jackson video, it was funny.  Sorry I should of made myself clear. 
518;@ChellyBum omg! I know! all the tattoos have been gorgeous!! 
519;Playing monopoly in second period 
520;good morning.....color my world POWAA 
521;@Bippy you got all the sources! I'm keeping you close  howz your day so far?
522;@stephanie_x_x   DAMN  we need to organize a weekend and FAST. like with EVERYONE 
523;@Haehl watch the end of my videos and you will se why it will never change   http://bit.ly/9763c
524;@stonernation i'll follow her  #mmot  
525;cedar pointt made me exhausted, but schooll awaits. texty 
526;@ggadventures Wait, don't change *too* much. I really like you as is 
527;@easternbloc the rain in spain will fall mainly on my plane 
528;@Forechecker Heh. Yeah. There was a lot of stuff mentioned when i talked to Glennon that didnt make the article  ...like you for instance
529;@callumis1 hey hey x im very much fine  how are you?
530;@annaisdanielle I hope I could see more of you and @ricorobles! Keep it up! Love your Bro Show! 
531;@shaunarawrr_x if you want 
532;NBA Playoffs ATS Record (40-35-1) Tuesday Western Conference Finals Pick Denver Nuggets +6 over LA Lakers BOL 
533;@Merzmensch sigh...that number isn't so good today 
534;Old friends and good times  I jsut spoke with a Buddy of mine from Spain. So greeting to saloo Spain and Nick and his wife!
535;I'm thinking of writing this long idea that I had planted in my mind... still can't manage to start. 
536;@Padmasree - and execution without a vision is a nightmare 
537;I have to agree with Manda. 
538;Is sat in the doctors waiting room, such a depressing place 
539;@chyslop damn, maybe i should have tweeted after the interview, they probz wont give me as im going to maga in 2 weeks 
540;@jlaes I managed to download the client app, but when I click on it, it just refreshes the menu screen - it won't actually start up 
541;@DJFavorite No, but you have a real job.  
542;#3wordsaftersex Videotape ran out.  
543;@kbwagers We have a friend that we do that to...if it's 7:30...we tell him 7. Still hasn't caught on. 
544;just bought a little yellow outfit for Chelsea 
545;@soocial I've just mailed you guys  Thanks. 
546;what is cloud computing http://tinyurl.com/8b498o 
547;@maxlagos doing pretty good! I have the day off tomorrow and Im looking forward to it... I have no plans!!  You??
548;@MileyCyrus391 hey darling nice to see a smiley face hehe 
549;@pink http://twitpic.com/61xzz - OMG im so jealous.. Take me with you 
550;@Katie841 How's that different than watching the same band over and over again in concert? Plus they're both really likable people 
551;@Pink  you r a cool chic  
552;"feels like having an impending &quot;Exploding Head Syndrome.&quot; Must rest and relieve self from dizziness. Good night! "
553;@Foxy_Roxy07 i didn't have bbq  but i had cheddars  and this should be your anthem to abby http://bit.ly/AQCnO
554;@Foxy_Roxy07 i didn't have bbq  but i had cheddars  and this should be your anthem to abby http://bit.ly/AQCnO
555;@itsniquey yes it was def. Intense me n @ATVWATCHME were def. Sad!! 
556;living in the moment 
557;Peace out 
558;hate the weeks before holidays! but I managed physics and.. it was'nt that bad... I hope 
559;@codejammer : yeah man... I cant wear the same red from Saturday morning till Suinday mid night.. Mallya shud have given me jerseys.. 
560;I start my internship with SpaceX today. I'm excited 
561;stopped playing MS.. about to take a Nap. 
562;@tshirtdart It's nice just to see a pool in the deck again. If you're putting a pool in again, letting winter do your compacting is good. 
563;@theroguegirl You hanker for foul mouthed brits??? You're a bit of a masochist then? o_O Can't say I ever miss the foul mouthed people. 
564;@tommcfly ... with milk 
565;@eeUS Hell yes, I don't know why I live here  LOL
566;"spent the morning thinking &quot; I need an old priest and a young priest!&quot; Poor, pukey Nathan "
567;@mitchelmusso hi ...  God i can' get HEY out of my head !!!!!! Hahaha it is soooo good !! U rock !! Hi from puerto rico !!! 
568;going for a beer.......alone 
569;@norbs Mass Human Formations - astounding! When HORMONAL everything tends to be a little astounding! lol!!! It's Human Nature 
570;@calvinharris unfortunately they are real. and gross 
571;ima start bloggin someday next week 
572;@missnikkirhodes congrats on the move 
573;@Beauty4Moms TY for letting me know about it 
574;@Ka_Knight i'm trekking there right after class 
