Id;Valoración;Mensaje
390;1;@JonathanRKnight I hate the limited letters,too.Hope you and the guys are fine?I pray for my dog,she?s not well 
391;2;didn't get shit done today ~ i'm so screwed 
392;2;wanttss to go out 
393;1;Is not going to sleep tonite. 
394;1;too worried and tired to post tonight 
395;2;@ben_mayer better be. I don't wanna have to come find u and save the dog. But I would!  I'm all 4 the animals . Call off the twit police
396;2;@klaris nilagyan mo ng knorr seasoning mix ulit ung pancakes mo?! hehehe. teka, heaven and eggs ba to? 
397;2;@Westneyrhindxx hello westney  what are you doing ?? x
398;2;@WhereisKevinn well my night seems pretty boring in comparison to the strokes you've experienced tonight 
399;3;@jephjacques I love the way you draw giraffe eyelashes. 
400;2;@SwitchItNow ahhh shiner Bock in Austin YES! thanks for the Twitter @reply so I can relive too 
401;2;couldn't get shit done today ~ i'm so screwed 
402;3;@holytshirt Glad to read it! 
403;3;spent the evening outside in the beautiful warm weather. finally feels like spring 
404;2;pullin an all nighter wit my bffl madison 
405;2;Job Interview in Cardiff today, wish me luck! Got about 3 hours sleep 
406;3;@AttractMode Thanks for putting on such a great event. Can't wait for the inevitable sequels! 
407;3;I don't know why I still find this hilarious after hearing it like 200 times in a row, but I doooo  ? http://blip.fm/~3x8ok
408;1;@stustone Your show is whack. Way worse than whack, it's wiggety-whack.    :*(:*(:*(
409;2;@thenub you are too 
410;2;@jimmycarr that big oaf can play piano? 
411;2;Bryon is my tea bitch 
412;2;@mattbraga Oh, they can stay. You on the other hand... 
413;2;I am gonna help my mom get a twitter 
414;2;@lavsmohan...... Yup!! saw the entire match....reached office late.. 
415;2;"going to bed. My bb isn't working &amp; I'm bored.  Night all. Love me harder tomorrow, than you did today. Peace, Prayers, &amp; Blessings."
416;2;@DEEJAY_BOOGIE ya we did trying to beat traffic but ya hope to be back soon 
417;2;India wins a test series in New Zealand after 41 years! If it wasnt for rain on the final day, India would have won the third test too 
418;2;@ashvala Was driving in Old madras road on my bike!! There is no concept called parking on the side 
419;2;@upstatement can I apply to be in your class too? 
420;2;is reading manga  http://plurk.com/p/mzp1e
421;3;@BradmanTV Thanks....it seemed the right moment. I love your show.  Your songs bring me joy.
422;2;@Adri_Mane ROflmao... niqqa please. you ackin' a fool now. 
423;2;@comeagainjen http://twitpic.com/2y2lx - http://www.youtube.com/watch?v=zoGfqvh2ME8 
424;2;@DjAlizay I really don't think people choose to be that way. But I think he chose not to accept my family's help   He might be dead by now
425;2;@vjl also, your website seems to be down, FYI. pity, I wanted to check it out  sure you knew that though.
426;2;@LindzNicole so let's make it right! 
427;2;@eloquentembrace You're going to kill me, but I've not seen DS9. I've been waiting till I can do it in one solid week sitting. 
428;2;@Lexi_83 We.... went professional in October 2008, we've just not update any of our websites or anything until yesterday 
429;2;@rhonda_brown thanks for the tip on Sam's Club! 
430;2;@cheechbud i think ur right!! hahaha!! 4.5 hrs now!! 
431;4;@KourtneyKardash yep Mornings are the Best! nighttime is chill time 
432;2;@pocketfulofme yay!!! hehe TWINS 
433;1;i hate to see the spartans so sad 
434;2;@jolilore Thank you 
435;3;"&quot;City of Ember&quot; was AWESOME!!! SO have to finish the book and read the next one (ones?) now.  Time for bed possibly? Who knows, really. XD"
436;3;OMG, I would have died!!! actually no, I take that back...I keep an updated version on my X:drive so it's all good 
437;2;@trugiaz You and i mate! 
438;3; just watched the movie Wanted... it was pretty darn good.
439;2;"just got home from Neil's. watched Nick &amp; Nora's Playlist... pretty funny  "
440;2;"My mind and body are severely protesting this &quot;getting up&quot;  thing. Had nightmares to boot "
441;3;@theexclamation ah yes, twitter seems to be the perfect venue for whining and wasting time.  now that's my idea of fun 
442;2;@donniewahlberg hell yeah! there's the effin man! 
443;2;@roshnimo Dont be lazy............try a few out.... tools are to make life easy for lazy people 
444;2;@aiduong Oh goodness, I didn't know you could message friends on here! Hello Ai 
445;4;@MySteezRadio I'm goin' to follow u, since u didn't  LOL  GO ANGELS!
446;2;Thinks everyone needs to go buy Tina Parol's song Who's Got Your Money on iTunes ... NOW! 
447;2;can't wait for vegas 
448;2;@theDebbyRyan Hey Debby 
449;3;One sixty six in bowling. Holy shit lol 
450;3;dear dbq, you were a pain in the asssss. i'm glad i'm DONE with you! 
451;3;and now off to bed after an amazing night chatting with a pretty amazing guy  ( you know who you are)
452;3;"@lhawthorn What a coincidence! I was just stalking your Twitter feed and the GSoC news. ;) I'm doing great, thanks. How about you? "
453;2;has discovered that she loves easter crafts, eggs, hot cross buns... feel like watching the prince of egypt to aid my easter meditations 
454;2;Didn't get my nap before, thinking I really need one now. Be back later, twitterpeeps. 
455;2;Trying to figure out a way to pay it forward 
456;2;@mandayyy 
457;2;oh oh oh!!! gonna go buy Twilight on DVD today  I have to extend my overdraft for the 2nd time in as many weeks so I may aswell!!
458;3;my very first twitter  awww
459;3;@SimonBotes glad you like 
460;2;@lightblue_82 woo, you won't regret it. 
461;2;@theaptour thanks so much 
462;2;" Please?: http://eluts.com/frontstore/Item/item_zoom.asp?item_num=3418&amp;catalog_num=3&amp;mart_id=lutsdoll&amp;level=yes&amp;mother_catalog_num=554"
463;2;@SJS86 haha i saw that one the other day. sad. i'm entirely too addicted to that site now. endless laughs 
464;2;@twista202 I think I want to read some books but the library doesn't have them 
465;2;@lolly2420 this is nuts! thanks  I am dying over heah!
466;1;My nap was interrupted so many times today  Going out for Japanese with the 'rents again...
467;3;Kind of longs for the bus that shows up at the end of Ghost World right now. Ugh. 
468;2;"@markhoppus hey mark, i want to know if the song &quot;Life's So Boring&quot; is really blink 182 , please tell me  doubt been on my head for years"
469;2;@Kelly_N_Va by Jordan, I think he's got it!  
470;2;up and running, London calling 
471;4;What A Day  I Just Loved It. Sun, Food And My Girls  Cannot Be Beaten. Eyyy! I Bused It Home Tooo Hahaa. Have An Ace Time Darl.  xxxx
472;4;just got home from school (: meant to be getting my hair cut .. but i cbf. lol dancing soon 
473;2;Sleeeeeeeeeep, then an interview tomorrow! Wish me luck 
474;1;@GuruMN but this is canada  canada is weird. we're supposed to get snow through wednesday. ugh.
475;2;"Awwh babs... you look so sad underneith that shop entrance of &quot;Yesterday's Musik&quot;  O-: I like the look of the new transformer movie "
476;2;"Awwh babs... you look so sad underneith that shop entrance of &quot;Yesterday's Musik&quot;  O-: I like the look of the new transformer movie "
477;2;@lauredhel I just friended you on LJ 
478;2;eating ice cream to reduce the heat 
479;3;"wow san diego is so beautiful. even more so now that we won  but whats a good game without a good fight(;"
480;2;@epistemographer @digitalhumanist Doing a disciplinary PhD with the support/structure of a New Media program like that sounds heavenly 
481;1;sad that the 'feet' of my macbook just fell off 
482;2;must sleep, big day tomorrow. two tests AND class registration for next sem. ahh! goodnight, twitterers 
483;0;@claire_brewer I've seen one of those aisles in Borders in Oxford. They're... well, tragic 
484;2;@thornbek Erin Esurance is so hot. Carry on 
485;2;@Boobookittifukk not there yet. And i beleive so  red carpet sighting i hope.
486;2;the cars in Fast and Furious get me excited 
487;2;@comeagainjen Jennifer 
488;4;@betzitall Wall-E is a great battle for stress.   Yay for staying up all night and doing homework together!
489;2;It's been a while since i have watched the Cosby Show, i forgot how funny it was  BUT CAN'T SLEEP THOUGH grrrrr
490;2;@landrew Hehe, thanks   Was going for the incendiary headline this time 
491;4;@honeytech Happy Morning! 
492;2;"@SashaKane Um, my kids get up at 5am &amp; need their breakfasts cooked, you ready? "
493;2;@saad_83 I wasn't late  I was right on time
494;2;@myk14 Thanks buddy *high fives* hehe 
495;3;"@sytycda Could not agree more!The unison&amp; committment was incredible.Considering the pressure they r under made it all the more amazing "
496;3;@cityrat59 lol! you counted 15 times! Yeah, it was a drag today...wasn't sure if my tweets were going out. seems to behave now though 
497;1;I'm gonna get up late tomorrow and it's 132am here. I gonna get tipsy by my lonesome. That's...that's just sad 
498;2;@comeagainjen http://twitpic.com/2y2lx - and you are cooler than her she just wants the babiiesss O_O HAHAHAHA 
499;4;@reesh heyyyyyy want to hook it up!! lol 
500;2;Saddle Ranch Comedy night. Then back to the boy's house 
501;2;Today I performed for the first and last time at the Grebel talent show. 4 exams left until undergrad is over 
502;2;@xShorty4Lifex white!! 
503;2;@thesouthernstar haha... sarapan aja belum kok, udah disamperin sama client di rumah...  
504;2;@JonathanRKnight  i do embrace the simple life.  simple things like a new kids reunion makes me an extremely happy girl 
505;2;@lapcat Need to send 'em to my accountant tomorrow. Oddly, I wasn't even referring to my taxes. Those are supporting evidence, though. 
506;4;@mmcallen Sigh, wish I could have a GMIC meeting here in San Diego! Spoke to Johanna already, she said it was great... 
507;2;I'm sweating my forthcoming trip to E3.  If I can't find someone to crash with while I'm out there, I may be screwed.  
508;2;Has now gotten somebody to read his tweets, but cant get them to make an account. 
509;2;@infinitydefines  omgawd i couldnt handle my cat being in heat all the time D: D:
510;4;@DonnieWahlberg I hope i can make it to the auburn show. but its not looking good for me 
511;2;@David_Henrie *thats people mag haha i couldnt fit it all in.. i dont think those pictures ever made it in the magazine tho!  haha
512;2;@breadandbadger Congrats!!  i totally forgot to submit photos 
513;3;@PaulaAbdul awww, Good luck Paula!! Please don't work too hard  but I hope you have fun  Your new album is gonna be amazing!  xxx
514;1;@imaginarypeach now your leaving me  .... -gets sad-
515;0;I miss you twitter. My phone broke, now I'm using a stupid Nokia phone. Ughhh, I miss my advance phone. 
516;2;SHOOTING OUTSIDE MY HOUSE :O NOT KIDDING! So SCARED 
517;3;Tuesday?ll start with reflection ?n then a lecture in Stress reducing techniques. That sure might become very useful for us accompaniers 
518;2;What tragedy and disaster in the news this week 
519;2;yes yes still trying to find a picture that will upload correclty.. 
520;2;Why oh why was the Red Sox game rained out? I was so looking forward to opening day 
521;2;I still can't find my keys. 
522;2;@charlietm I know right. I dunno what is going on with twitter. 
523;2;might be getting a sore throat again 
524;2;@labelsnotlove   my home town. My mammy called all depressd.  Pls explain y a parent let their 8yr old child walk alone? Hello? Its 2009!
525;3;@ircmaxell - I think I need to find better anti-depressants.  I think this Paxil/Wellbutrin combo is losing its efficacy.  
526;2;@MyConnecticut Restaurant called WoodNTap has competitive eating tourney round tourney time. We place 2nd 
